Unnamed: 0,B365H,B365D,B365A,IWH,IWD,IWA,LBH,LBD,LBA,WHH,WHD,WHA
3894,2.25,3.6,3.3,2.0,3.4,3.5,2.25,3.5,3.0,2.25,3.2,3.2
3897,2.3,3.4,3.4,2.0,3.2,3.7,2.25,3.3,3.2,2.3,3.2,3.2
3904,2.38,3.4,3.25,2.3,3.3,2.9,2.25,3.4,3.1,2.4,3.1,3.1
3898,1.73,3.9,5.25,1.65,3.7,4.9,1.72,3.75,4.5,1.73,3.5,5.0
3899,2.55,3.3,3.0,2.3,3.3,2.9,2.37,3.3,2.9,2.6,3.0,2.9
3900,8.0,4.75,1.44,7.1,5.0,1.35,6.5,4.5,1.44,8.0,4.0,1.44
3901,5.25,3.8,1.75,4.5,3.7,1.7,4.8,3.6,1.75,5.0,3.25,1.8
3902,1.44,4.75,8.0,1.4,4.6,6.8,1.5,4.33,6.0,1.5,3.75,7.5
3903,2.45,3.5,3.0,2.3,3.3,2.9,2.25,3.4,3.1,2.4,3.2,3.0
3906,2.2,3.5,3.5,2.1,3.3,3.3,2.2,3.4,3.2,2.25,3.0,3.5
3905,1.95,3.6,4.2,2.0,3.3,3.6,1.95,3.5,3.75,1.95,3.2,4.2
3907,2.1,3.3,4.0,1.85,3.45,4.0,2.1,3.2,3.75,2.15,3.0,3.75
3908,1.4,5.0,9.0,1.35,4.8,7.6,1.33,5.0,9.0,1.36,4.6,9.0
3909,1.83,3.75,4.75,1.8,3.5,4.2,1.8,3.6,4.33,1.8,3.5,4.5
3910,1.95,3.75,4.0,1.8,3.5,4.2,1.95,3.6,3.6,1.95,3.3,4.0
3911,4.5,3.8,1.85,4.3,3.8,1.7,4.33,3.6,1.8,4.5,3.3,1.85
3918,2.8,3.2,2.8,2.5,3.0,2.8,2.62,3.2,2.75,2.8,2.8,2.9
3917,4.5,3.6,1.91,4.0,3.45,1.85,4.0,3.5,1.91,4.2,3.3,1.91
3916,3.4,3.4,2.3,3.3,3.3,2.1,3.0,3.4,2.3,3.0,3.2,2.38
3915,2.2,3.4,3.6,1.9,3.5,3.7,2.2,3.5,3.2,2.25,3.2,3.3
3914,1.3,5.75,12.0,1.27,5.2,10.0,1.3,5.5,9.5,1.33,4.8,10.0
3913,3.9,3.6,2.05,3.2,3.3,2.15,3.75,3.6,1.91,3.5,3.3,2.1
3912,1.5,4.5,7.5,1.45,4.0,7.0,1.53,4.2,6.0,1.53,4.0,6.0
3919,1.4,5.5,8.0,1.35,5.0,7.1,1.36,5.0,8.0,1.4,4.33,8.5
3920,6.0,4.33,1.6,5.3,3.9,1.57,6.0,4.33,1.53,5.5,4.0,1.57
3928,4.5,3.9,1.83,4.2,3.5,1.8,4.33,3.75,1.75,4.33,3.5,1.83
3927,1.29,6.0,12.0,1.27,5.2,10.0,1.3,5.0,10.0,1.3,5.0,11.0
3926,1.8,3.8,4.75,1.8,3.5,4.2,1.73,3.75,4.5,1.8,3.6,4.33
3925,1.75,3.8,5.25,1.8,3.4,4.3,1.8,3.5,4.5,1.8,3.25,5.0
3929,1.67,4.0,5.75,1.7,3.6,4.7,1.7,3.75,4.8,1.7,3.4,5.5
3923,1.33,5.5,11.0,1.3,5.0,9.0,1.33,5.0,8.5,1.33,5.0,9.0
3922,1.25,7.0,12.0,1.22,5.5,12.0,1.25,6.0,11.0,1.25,5.5,12.0
3921,1.7,4.0,5.5,1.5,4.0,6.1,1.67,3.75,5.0,1.73,3.6,4.8
3924,6.0,4.6,1.55,6.5,4.2,1.45,5.5,4.0,1.57,5.5,4.33,1.53
3930,2.15,3.6,3.6,2.1,3.3,3.3,2.05,3.5,3.4,2.15,3.3,3.4
3932,1.4,5.0,9.5,1.4,4.4,7.3,1.44,4.2,7.5,1.36,4.6,9.0
3936,2.4,3.4,3.2,2.2,3.3,3.1,2.2,3.3,3.25,2.25,3.3,3.2
3937,2.0,3.6,4.0,1.9,3.45,3.8,1.9,3.4,4.0,1.95,3.5,3.8
3935,4.2,3.5,2.0,4.2,3.5,1.8,4.0,3.5,1.9,4.0,3.4,1.91
3931,1.44,4.75,8.0,1.37,4.6,7.5,1.4,4.5,7.5,1.36,4.8,8.5
3933,3.2,3.4,2.4,2.9,3.3,2.3,3.0,3.3,2.3,3.1,3.3,2.3
3934,2.3,3.4,3.4,2.2,3.2,3.2,2.2,3.25,3.3,2.2,3.3,3.3
3938,1.2,7.0,21.0,1.2,5.8,13.0,1.2,6.5,15.0,1.2,6.0,15.0
3939,4.75,3.75,1.83,4.2,3.5,1.8,4.5,3.5,1.8,4.75,3.6,1.75
3940,1.33,5.5,11.0,1.3,5.0,9.0,1.28,5.5,10.0,1.29,5.5,10.0
3941,1.29,5.5,10.0,1.3,5.0,9.0,1.29,5.5,9.5,1.3,5.5,9.5
3942,4.0,3.75,1.95,3.6,3.3,2.0,4.0,3.5,1.91,3.75,3.6,1.95
3943,1.57,4.33,6.5,1.55,3.9,5.6,1.57,3.75,6.0,1.55,4.0,6.0
3944,3.8,3.5,2.1,3.3,3.3,2.1,3.5,3.4,2.1,3.4,3.5,2.1
3945,2.45,3.4,3.1,2.4,3.3,2.75,2.4,3.3,2.9,2.4,3.1,3.1
3946,2.3,3.4,3.4,2.1,3.3,3.3,2.2,3.3,3.3,2.2,3.3,3.3
3947,1.73,3.8,5.5,1.85,3.45,4.0,1.72,3.75,4.5,1.67,3.6,5.5
3948,1.83,3.6,5.0,1.8,3.5,4.2,1.83,3.4,4.5,1.85,3.3,4.6
3949,8.5,4.75,1.44,7.0,4.0,1.45,6.5,4.5,1.45,7.5,4.5,1.4
3950,1.62,4.0,6.5,1.5,4.0,6.1,1.57,4.0,5.5,1.65,4.0,5.0
3951,2.45,3.4,3.1,2.2,3.2,3.2,2.37,3.2,3.1,2.4,3.5,2.8
3955,2.15,3.4,3.75,2.1,3.3,3.3,2.1,3.4,3.4,2.05,3.5,3.5
3954,1.17,8.5,19.0,1.2,5.8,13.0,1.16,7.5,15.0,1.17,7.0,17.0
3957,2.0,3.4,4.33,1.9,3.45,3.8,2.0,3.3,3.8,1.95,3.4,4.0
3952,3.25,3.4,2.38,3.1,3.3,2.2,3.1,3.4,2.25,3.2,3.3,2.25
3953,2.6,3.3,3.0,2.4,3.2,2.85,2.5,3.3,2.7,2.45,3.25,2.9
3956,3.0,3.3,2.55,2.6,3.2,2.6,2.7,3.3,2.55,2.8,3.3,2.5
3958,2.1,3.7,3.6,2.0,3.4,3.5,2.1,3.6,3.2,2.1,3.3,3.5
3959,2.63,3.4,2.88,2.6,3.2,2.6,2.62,3.25,2.62,2.6,3.2,2.8
3960,2.7,3.4,2.8,2.3,3.3,2.9,2.4,3.4,2.8,2.5,3.4,2.75
3968,1.45,4.75,8.0,1.45,4.0,7.0,1.44,4.5,6.5,1.5,3.6,8.5
3965,1.22,7.0,16.0,1.2,5.8,13.0,1.2,6.5,13.0,1.25,6.0,15.0
3964,2.45,3.25,3.25,2.4,3.3,2.75,2.3,3.2,3.2,2.5,3.0,3.0
3967,6.0,3.9,1.67,4.7,3.6,1.7,5.0,3.75,1.7,6.0,3.2,1.7
3962,3.4,3.3,2.35,3.6,3.3,2.0,3.5,3.4,2.05,3.4,3.1,2.4
3961,2.15,3.4,3.8,2.2,3.3,3.1,2.1,3.25,3.5,2.2,3.1,3.5
3963,2.15,3.5,3.6,2.1,3.3,3.3,2.1,3.3,3.5,2.2,3.1,3.5
3966,6.0,4.0,1.65,5.4,3.7,1.6,5.5,3.5,1.66,6.0,3.2,1.7
3969,1.85,3.6,4.75,1.9,3.45,3.8,1.85,3.5,4.33,1.85,3.4,4.5
3970,3.5,3.5,2.2,3.6,3.3,2.0,3.4,3.4,2.1,3.2,3.3,2.25
3976,3.3,3.3,2.4,2.7,3.3,2.45,2.87,3.25,2.4,3.1,3.1,2.4
3971,1.3,5.75,12.0,1.3,5.0,9.0,1.3,5.5,10.0,1.33,5.0,12.0
3972,1.6,4.0,6.5,1.55,3.9,5.6,1.53,4.0,6.5,1.62,3.6,6.0
3973,1.85,3.5,5.0,1.85,3.45,4.0,1.75,3.6,4.8,1.83,3.2,5.0
3974,2.4,3.4,3.2,2.2,3.3,3.1,2.4,3.3,2.9,2.4,3.3,3.2
3975,2.05,3.4,4.2,2.0,3.3,3.6,2.1,3.3,3.6,2.1,3.0,4.0
3980,2.2,3.4,3.6,2.15,3.3,3.2,2.15,3.4,3.4,2.25,3.2,3.6
3979,3.5,3.4,2.25,2.7,3.3,2.45,3.2,3.3,2.3,3.2,3.2,2.3
3977,1.36,5.25,10.0,1.35,4.8,7.6,1.36,4.5,9.0,1.4,4.5,10.0
3978,4.5,3.6,1.91,4.2,3.5,1.8,4.0,3.4,1.9,4.5,3.2,1.91
3981,6.5,4.2,1.57,5.6,3.9,1.55,6.5,4.0,1.53,6.5,3.6,1.57
3982,2.1,3.4,3.9,1.9,3.45,3.8,2.15,3.4,3.4,2.1,3.2,3.6
3983,2.38,3.3,3.3,2.3,3.2,3.0,2.37,3.25,3.0,2.4,3.1,3.1
3984,1.3,5.75,12.0,1.27,5.2,10.0,1.28,5.5,11.0,1.3,5.0,11.0
3985,1.45,4.5,8.5,1.5,4.0,6.1,1.5,4.0,7.0,1.5,3.75,7.5
3986,3.2,3.4,2.38,3.3,3.3,2.1,3.2,3.3,2.3,3.3,3.2,2.4
3987,2.7,3.3,2.88,2.6,3.2,2.6,2.7,3.25,2.7,2.8,3.0,2.9
3988,1.95,3.4,4.5,1.9,3.45,3.8,1.95,3.3,4.0,2.0,3.25,4.33
3989,5.5,3.9,1.7,5.0,3.55,1.67,5.5,3.5,1.66,5.5,3.5,1.75
3990,1.65,4.0,6.0,1.65,3.6,5.1,1.62,3.75,5.5,1.67,3.75,6.0
3996,6.0,4.0,1.65,5.6,3.9,1.55,5.5,4.0,1.6,5.5,3.5,1.67
3995,1.67,4.2,5.5,1.6,3.7,5.4,1.61,3.8,5.5,1.67,3.5,5.5
3994,1.2,7.5,17.0,1.22,5.5,12.0,1.22,6.0,13.0,1.22,5.5,15.0
3991,2.45,3.4,3.1,2.2,3.3,3.1,2.37,3.3,3.0,2.4,3.1,3.1
3992,2.4,3.3,3.3,2.2,3.2,3.2,2.2,3.3,3.25,2.4,3.1,3.1
3993,2.45,3.3,3.2,2.4,3.3,2.75,2.4,3.25,2.9,2.5,3.0,3.0
3997,6.5,4.0,1.62,5.4,3.7,1.6,6.0,3.8,1.57,6.5,3.8,1.62
3998,2.1,3.5,3.8,2.0,3.3,3.6,2.0,3.4,3.75,2.1,3.1,3.75
3999,1.44,4.75,8.5,1.45,4.0,7.0,1.4,4.5,8.0,1.44,4.0,8.0
4000,4.9,4.0,1.75,4.5,3.5,1.75,4.2,3.75,1.8,4.8,3.75,1.8
4006,2.3,3.3,3.5,2.1,3.3,3.3,2.3,3.25,3.2,2.38,3.1,3.1
4008,5.5,3.8,1.73,5.1,3.6,1.65,5.0,3.75,1.66,5.5,3.3,1.73
4007,1.62,4.0,6.5,1.6,3.7,5.4,1.61,3.8,5.5,1.55,4.0,6.0
4005,4.5,3.9,1.83,4.0,3.45,1.85,4.2,3.6,1.85,4.2,3.6,1.83
4001,1.29,6.0,12.0,1.27,5.2,10.0,1.28,5.5,9.5,1.3,5.0,11.0
4003,1.45,4.5,9.0,1.5,4.0,6.1,1.45,4.2,7.5,1.44,4.0,8.0
4002,1.25,6.5,15.0,1.25,5.5,10.3,1.25,6.0,10.0,1.25,5.0,15.0
4004,1.57,4.33,6.5,1.45,4.0,7.0,1.5,4.2,6.5,1.57,3.75,6.0
4009,4.0,3.5,2.05,3.8,3.45,1.9,3.75,3.4,2.0,3.75,3.2,2.05
4010,2.75,3.3,2.8,2.75,3.3,2.4,2.62,3.3,2.62,2.75,3.0,2.75
4016,1.62,4.0,6.5,1.6,3.7,5.4,1.61,3.75,5.5,1.65,3.4,6.0
4015,2.2,3.4,3.6,2.1,3.3,3.3,2.15,3.3,3.4,2.25,3.1,3.4
4014,1.33,5.5,11.0,1.3,5.0,9.0,1.36,4.5,9.0,1.36,4.33,10.0
4012,11.0,5.0,1.36,7.6,4.8,1.35,8.0,4.5,1.36,9.0,4.5,1.36
4011,3.4,3.4,2.3,3.1,3.3,2.2,3.2,3.25,2.25,3.4,3.0,2.3
4013,1.44,4.75,8.0,1.37,4.6,7.5,1.4,4.5,7.5,1.44,4.5,6.5
4017,2.38,3.4,3.2,2.2,3.3,3.1,2.37,3.3,2.9,2.4,3.0,3.2
4018,2.9,3.3,2.63,2.75,3.3,2.4,2.7,3.3,2.6,2.9,3.0,2.62
4019,1.75,3.8,5.25,1.75,3.5,4.5,1.75,3.6,4.6,1.75,3.4,5.0
4020,1.44,4.75,8.0,1.4,4.4,7.3,1.4,4.5,7.5,1.44,4.0,8.0
4028,2.25,3.5,3.4,2.1,3.3,3.3,2.2,3.4,3.2,2.25,3.2,3.3
4027,1.55,4.2,7.0,1.57,3.75,5.6,1.6,3.6,6.0,1.57,3.75,6.0
4025,6.0,4.2,1.62,5.1,3.6,1.65,5.5,4.0,1.6,6.0,3.4,1.67
4026,3.3,3.3,2.4,2.85,3.3,2.35,2.87,3.3,2.4,3.1,3.1,2.4
4023,2.15,3.4,3.8,2.0,3.3,3.6,2.1,3.3,3.5,2.2,3.3,3.3
4022,6.5,4.2,1.57,5.6,3.9,1.55,5.5,3.8,1.61,6.5,3.4,1.62
4021,2.3,3.5,3.3,2.2,3.3,3.1,2.2,3.4,3.2,2.3,3.0,3.4
4024,1.2,7.5,18.0,1.17,6.5,14.0,1.2,6.5,13.0,1.2,6.0,15.0
4029,3.4,3.4,2.3,2.9,3.3,2.3,3.0,3.4,2.3,3.4,3.0,2.3
4030,2.5,3.4,3.0,2.5,3.3,2.65,2.4,3.3,2.87,2.5,3.0,3.0
4036,1.62,3.8,7.0,1.53,3.85,6.0,1.57,3.6,6.5,1.6,3.6,6.5
4035,2.63,3.3,2.9,2.4,3.2,2.85,2.4,3.3,2.9,2.62,3.1,2.8
4034,1.25,6.5,15.0,1.25,5.5,10.3,1.25,5.5,12.0,1.25,5.0,15.0
4032,1.29,6.0,12.0,1.27,5.2,10.0,1.28,5.5,10.0,1.3,5.0,11.0
4031,2.0,3.5,4.2,2.0,3.3,3.6,1.95,3.5,3.75,2.05,3.1,4.0
4033,6.5,4.0,1.62,5.2,3.8,1.6,6.5,4.0,1.53,6.0,3.6,1.62
4037,2.35,3.5,3.2,2.0,3.3,3.6,2.2,3.4,3.2,2.15,3.5,3.25
4038,9.0,5.0,1.4,7.3,4.4,1.4,7.5,4.5,1.4,7.5,4.75,1.4
4039,2.0,3.4,4.33,1.85,3.45,4.0,1.83,3.4,4.5,1.95,3.4,4.0
4040,1.57,4.33,6.5,1.53,3.85,6.0,1.5,4.2,6.5,1.57,3.8,6.0
4046,2.15,3.3,3.9,1.9,3.45,3.8,2.15,3.1,3.75,2.15,3.0,3.8
4047,6.0,4.2,1.62,5.4,3.7,1.6,5.5,3.75,1.61,6.0,3.6,1.62
4044,1.85,3.5,5.0,1.8,3.5,4.2,1.83,3.4,4.5,1.83,3.2,5.0
4045,1.8,3.8,4.75,1.75,3.5,4.5,1.75,3.75,4.5,1.83,3.2,5.0
4042,3.0,3.4,2.5,2.75,3.2,2.5,2.8,3.3,2.5,3.0,2.9,2.62
4041,1.62,4.2,6.0,1.55,3.9,5.6,1.57,4.0,6.0,1.67,3.3,6.0
4043,3.3,3.3,2.38,2.9,3.3,2.3,3.0,3.25,2.37,3.1,3.1,2.4
4048,6.0,4.0,1.65,5.6,3.9,1.55,6.0,4.0,1.57,6.0,3.4,1.67
4049,1.7,4.0,5.5,1.6,3.7,5.4,1.7,3.6,5.0,1.73,3.3,5.5
4050,2.15,3.4,3.8,2.15,3.3,3.2,2.1,3.25,3.5,2.15,3.1,3.6
4055,2.0,3.4,4.33,1.85,3.45,4.0,1.85,3.5,4.33,2.0,3.3,3.8
4056,1.91,3.5,4.6,1.85,3.45,4.0,1.95,3.4,4.0,1.95,3.1,4.5
4054,2.05,3.5,4.0,2.0,3.3,3.6,1.95,3.4,3.75,2.05,3.1,4.0
4053,1.62,4.0,6.25,1.6,3.7,5.4,1.61,3.8,5.5,1.62,3.4,6.5
4052,6.5,4.0,1.62,5.4,3.7,1.6,5.5,4.0,1.57,6.0,3.4,1.67
4051,2.0,3.4,4.33,1.9,3.45,3.8,1.9,3.4,4.0,2.0,3.3,3.8
4057,1.57,4.2,6.5,1.4,4.4,7.3,1.53,4.0,6.5,1.57,3.8,6.0
4058,6.5,4.0,1.62,5.4,3.7,1.6,5.5,3.75,1.61,5.5,3.8,1.62
4059,1.29,6.0,13.0,1.27,5.2,10.0,1.25,5.5,11.0,1.3,5.0,11.0
4060,2.8,3.5,2.63,2.6,3.2,2.6,2.62,3.3,2.62,2.7,3.1,2.7
4061,3.25,3.3,2.4,2.6,3.2,2.6,2.88,3.25,2.5,3.1,3.1,2.4
4068,6.5,4.33,1.55,6.1,4.0,1.5,6.0,4.0,1.53,6.5,3.8,1.53
4067,2.1,3.4,4.0,2.1,3.2,3.4,2.1,3.2,3.75,2.1,3.3,3.5
4069,2.2,3.5,3.5,2.0,3.3,3.6,2.2,3.3,3.4,2.15,3.4,3.3
4066,1.7,3.8,5.75,1.65,3.6,5.1,1.62,3.75,5.5,1.67,3.8,5.0
4070,6.0,4.2,1.62,5.4,3.7,1.6,5.0,4.0,1.62,6.0,3.6,1.62
4064,1.29,6.0,12.0,1.25,5.5,10.3,1.25,6.0,11.0,1.29,5.0,12.0
4063,5.8,3.9,1.67,4.7,3.6,1.7,5.0,3.6,1.7,5.5,3.4,1.7
4062,1.2,7.5,17.0,1.2,5.8,13.0,1.2,6.5,13.0,1.2,6.0,15.0
4065,1.73,3.75,5.5,1.65,3.6,5.1,1.7,3.6,5.0,1.75,3.4,5.0
4071,2.8,3.3,2.75,2.4,3.3,2.75,2.6,3.2,2.75,2.7,3.1,2.7
4072,1.29,6.0,12.0,1.25,5.5,10.3,1.28,5.5,10.0,1.3,5.0,11.0
4073,1.53,4.33,7.0,1.5,4.0,6.1,1.5,4.33,6.5,1.53,3.8,6.5
4074,5.25,3.8,1.75,4.7,3.6,1.7,4.8,3.6,1.75,5.0,3.4,1.75
4075,6.5,4.2,1.57,5.6,3.9,1.55,5.5,3.75,1.61,6.0,3.6,1.62
4076,4.5,3.6,1.91,4.3,3.6,1.75,4.5,3.5,1.8,4.33,3.2,1.91
4077,1.8,3.75,5.0,1.8,3.5,4.2,1.83,3.5,4.33,1.83,3.2,5.0
4078,1.7,3.8,5.75,1.65,3.7,4.9,1.66,3.75,5.0,1.73,3.5,5.0
4079,2.75,3.3,2.8,2.75,3.3,2.4,2.6,3.25,2.75,2.75,2.9,2.8
4080,1.75,3.75,5.5,1.75,3.5,4.5,1.72,3.6,4.8,1.75,3.4,5.0
4081,2.63,3.4,2.88,2.3,3.3,2.9,2.4,3.3,2.87,2.75,3.0,2.75
4082,1.18,8.0,19.0,1.17,6.5,14.0,1.18,7.0,15.0,1.2,5.5,21.0
4083,1.36,5.0,10.5,1.42,4.2,7.3,1.36,4.5,9.0,1.4,3.8,11.0
4084,2.3,3.3,3.5,2.2,3.3,3.1,2.25,3.25,3.2,2.3,3.0,3.4
4085,1.83,3.75,4.75,1.85,3.45,4.0,1.8,3.6,4.33,1.83,3.2,4.8
4086,2.4,3.4,3.2,2.2,3.3,3.1,2.3,3.3,3.1,2.5,3.0,3.0
4087,1.95,3.6,4.33,1.9,3.45,3.8,2.0,3.4,3.75,2.0,3.2,4.0
4088,5.25,3.8,1.75,4.5,3.5,1.75,4.5,3.75,1.75,5.5,3.1,1.8
4089,2.88,3.3,2.7,2.6,3.2,2.6,2.62,3.3,2.62,2.75,3.0,2.7
4090,2.5,3.4,3.0,2.4,3.3,2.75,2.37,3.4,2.9,2.5,3.0,3.0
4097,1.95,3.5,4.5,1.9,3.45,3.8,1.95,3.4,4.0,1.95,3.2,4.2
4096,2.05,3.5,4.0,2.1,3.3,3.3,2.1,3.4,3.5,2.1,3.1,3.75
4095,2.3,3.25,3.5,2.2,3.15,3.25,2.3,3.1,3.3,2.3,3.1,3.3
4091,3.25,3.4,2.38,2.75,3.3,2.4,3.1,3.1,2.4,3.1,3.1,2.4
4093,1.2,7.5,16.0,1.22,5.5,12.0,1.22,6.5,13.0,1.22,5.5,15.0
4092,9.5,5.25,1.36,7.3,4.4,1.4,7.5,5.0,1.4,8.0,4.5,1.4
4094,1.36,5.25,10.0,1.33,4.8,8.3,1.36,4.8,9.0,1.36,4.5,9.0
4098,2.55,3.3,3.0,2.6,3.2,2.6,2.6,3.1,2.87,2.6,3.1,2.8
4099,3.0,3.4,2.5,3.1,3.3,2.2,3.0,3.3,2.4,2.9,3.1,2.5
4100,2.38,3.4,3.25,2.5,3.2,2.75,2.37,3.2,3.1,2.4,3.1,3.1
4110,6.5,4.0,1.62,5.6,3.9,1.55,5.0,4.0,1.62,6.0,3.6,1.62
4109,1.53,4.33,7.0,1.5,4.0,6.1,1.55,4.0,6.0,1.53,4.0,6.0
4108,2.05,3.5,4.0,2.1,3.3,3.3,2.0,3.4,3.75,2.05,3.3,3.6
4107,1.75,3.8,5.25,1.8,3.5,4.2,1.8,3.5,4.5,1.8,3.5,4.5
4106,1.75,4.2,4.6,1.8,3.5,4.2,1.73,4.0,4.33,1.8,3.5,4.5
4105,7.0,4.2,1.55,5.6,3.9,1.55,6.0,4.0,1.57,6.0,3.75,1.57
4103,1.33,5.5,10.0,1.35,4.8,7.6,1.33,5.0,8.5,1.33,4.8,10.0
4102,3.3,3.3,2.38,2.9,3.3,2.3,3.0,3.25,2.38,3.2,3.2,2.3
4101,1.91,3.5,4.5,1.8,3.5,4.2,1.85,3.4,4.33,1.91,3.2,4.5
4104,1.36,5.25,9.5,1.37,4.6,7.5,1.4,4.5,7.5,1.4,4.5,8.0
4115,6.5,4.2,1.57,5.6,3.9,1.55,5.5,4.0,1.6,6.5,3.75,1.57
4111,3.0,3.3,2.55,2.6,3.2,2.6,2.62,3.25,2.62,2.8,3.1,2.62
4112,2.38,3.25,3.4,2.2,3.3,3.1,2.3,3.3,3.1,2.3,3.1,3.3
4113,2.05,3.4,4.1,2.1,3.3,3.3,2.05,3.3,3.75,2.05,3.2,3.8
4114,1.13,9.5,29.0,1.12,8.0,16.0,1.14,8.0,17.0,1.12,8.0,23.0
4116,2.38,3.4,3.25,2.2,3.3,3.1,2.25,3.3,3.25,2.4,3.0,3.2
4118,1.83,3.7,4.75,1.75,3.5,4.5,1.8,3.5,4.5,1.83,3.4,4.5
4120,1.44,4.33,8.0,1.5,4.0,6.1,1.5,4.0,7.0,1.5,3.8,7.5
4117,2.2,3.5,3.5,2.1,3.3,3.3,2.1,3.4,3.5,2.2,3.1,3.5
4119,4.0,3.7,2.0,3.7,3.35,1.95,3.8,3.6,1.95,4.0,3.2,2.0
4121,1.29,6.0,13.0,1.22,5.5,12.0,1.25,6.0,12.0,1.18,6.0,13.0
4122,2.38,3.3,3.3,2.3,3.3,2.9,2.4,3.3,3.0,2.3,3.0,3.1
4123,2.5,3.3,3.1,2.5,3.3,2.65,2.4,3.4,2.9,2.38,3.3,2.75
4124,1.3,6.0,11.0,1.27,5.2,10.0,1.3,5.5,10.0,1.22,6.0,9.5
4125,1.8,3.8,4.75,1.75,3.5,4.5,1.75,3.75,4.6,1.8,3.6,4.8
4126,4.0,3.5,2.05,3.7,3.35,1.95,3.75,3.3,2.1,3.5,3.3,2.0
4127,4.0,3.3,2.1,3.6,3.3,2.0,3.75,3.4,2.05,3.6,3.2,2.0
4128,2.15,3.4,3.75,2.2,3.3,3.1,2.15,3.3,3.5,2.05,3.25,3.4
4129,5.75,4.25,1.62,5.4,3.7,1.6,5.5,4.0,1.62,5.0,4.2,1.53
4130,2.6,3.4,2.88,2.5,3.3,2.65,2.6,3.4,2.7,2.38,3.3,2.75
4137,1.36,5.0,10.0,1.37,4.6,7.5,1.33,4.8,10.0,1.4,4.0,10.0
4136,1.83,3.7,4.75,1.8,3.5,4.2,1.8,3.5,4.8,1.85,3.3,4.5
4135,1.57,4.0,7.0,1.45,4.0,7.0,1.53,4.2,6.0,1.53,3.75,7.0
4131,2.0,3.5,4.1,1.9,3.45,3.8,1.95,3.5,4.0,2.0,3.3,3.8
4133,2.2,3.3,3.75,2.15,3.3,3.2,2.2,3.4,3.2,2.2,3.1,3.5
4132,1.4,5.0,9.0,1.42,4.4,7.2,1.4,4.5,8.0,1.4,4.0,10.0
4134,6.5,4.0,1.6,5.5,3.8,1.57,6.0,3.75,1.61,6.0,3.6,1.62
4138,5.25,4.0,1.7,5.4,3.7,1.6,5.0,3.8,1.66,5.5,3.3,1.73
4139,5.75,4.0,1.67,4.7,3.6,1.7,5.0,3.75,1.66,6.0,3.4,1.67
4140,6.0,4.2,1.62,5.5,3.8,1.57,5.5,4.0,1.57,6.0,3.6,1.62
4146,3.2,3.3,2.45,2.75,3.3,2.4,3.0,3.3,2.4,3.0,3.0,2.5
4147,3.0,3.4,2.5,2.75,3.3,2.4,2.87,3.3,2.5,3.0,3.0,2.5
4145,2.4,3.3,3.25,2.2,3.3,3.1,2.37,3.25,3.1,2.4,3.1,3.1
4141,1.22,7.0,15.0,1.2,6.0,12.5,1.22,6.5,13.0,1.22,5.5,15.0
4143,1.22,7.0,15.0,1.22,5.5,12.0,1.22,6.5,13.0,1.2,6.5,13.0
4142,2.35,3.2,3.5,2.2,3.2,3.2,2.37,3.2,3.2,2.3,3.0,3.4
4144,1.13,11.0,23.0,1.12,8.0,16.0,1.14,8.0,19.0,1.14,6.5,26.0
4148,1.73,3.8,5.5,1.8,3.5,4.2,1.75,3.75,4.5,1.75,3.6,4.75
4149,3.25,3.4,2.38,2.9,3.3,2.3,3.1,3.4,2.25,3.1,3.1,2.4
4150,3.5,3.4,2.25,3.1,3.3,2.2,3.2,3.4,2.25,3.2,3.2,2.3
4156,1.75,3.75,5.25,1.72,3.6,4.6,1.72,3.75,4.8,1.75,3.5,5.0
4155,4.33,3.5,1.95,4.0,3.45,1.85,4.2,3.5,1.9,4.0,3.4,1.91
4154,2.7,3.4,2.8,2.75,3.3,2.4,2.62,3.4,2.62,2.7,3.0,2.8
4152,1.83,3.9,4.5,1.8,3.5,4.2,1.83,3.75,4.2,1.85,3.3,4.5
4151,2.5,3.2,3.2,2.2,3.2,3.2,2.5,3.2,3.0,2.5,3.0,3.0
4153,1.25,6.5,15.0,1.3,5.0,9.0,1.25,6.0,11.0,1.25,5.0,15.0
4157,2.6,3.3,3.0,2.6,3.1,2.7,2.5,3.3,2.87,2.62,3.1,2.8
4158,1.18,8.0,19.0,1.17,6.5,14.0,1.2,6.5,17.0,1.2,6.0,17.0
4159,2.1,3.4,3.9,2.05,3.3,3.5,2.15,3.25,3.6,2.1,3.2,3.6
4160,3.75,3.75,2.05,3.6,3.3,2.0,3.6,3.6,2.0,3.6,3.5,2.0
4165,1.95,3.5,4.33,1.9,3.45,3.8,1.85,3.5,4.33,1.95,3.3,4.0
4166,7.0,4.0,1.57,5.4,3.7,1.6,6.0,4.0,1.57,7.0,3.5,1.57
4164,4.0,3.5,2.05,3.8,3.45,1.9,4.0,3.5,1.9,4.0,3.1,2.05
4167,2.9,3.4,2.6,2.65,3.3,2.5,2.62,3.3,2.62,2.8,3.1,2.62
4162,1.53,4.33,7.0,1.45,4.0,7.0,1.5,4.33,6.5,1.53,3.75,7.0
4161,2.3,3.4,3.4,2.2,3.3,3.1,2.25,3.4,3.2,2.3,3.1,3.3
4163,3.6,3.4,2.2,3.0,3.3,2.25,3.25,3.4,2.2,3.3,3.2,2.25
4168,1.22,7.0,16.0,1.22,5.5,12.0,1.22,6.0,13.0,1.22,5.5,15.0
